Handle,Title,Vendor,Kind,Reason
hollywood-homicide-vhs-rental-comedy,Hollywood Homicide,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
liars-poker-vhs-rental-thriller,Liar's Poker,VHS,unmatched,no UPCMDB records for this imdb_id
welcome-to-sarajevo-vhs-rental-drama,Welcome to  Sarajevo,VHS,unmatched,no UPCMDB records for this imdb_id
the-brave-little-toaster-vhs-rental-kids-family,The Brave Little Toaster,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
black-beauty-vhs-rental-kids-family,Black Beauty,VHS,ambiguous,ambiguous TMDB match
poohs-grand-adventure-vhs-rental-kids-family,Pooh's Grand Adventure,VHS,ambiguous,ambiguous TMDB match
jingle-all-the-way-vhs-rental-kids-family,Jingle All the Way,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
babes-in-toyland-vhs-rental-kids-family,Babes in Toyland,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
aladdin-and-the-king-of-thieves-vhs-rental-kids-family,Aladdin and the King of Thieves,VHS,unmatched,no UPCMDB records for this imdb_id
the-swan-princess-vhs-rental-kids-family,The Swan Princess,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-muppet-christmas-carol-vhs-rental-kids-family,The Muppet Christmas Carol,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
toy-story-2-vhs-rental-kids-family,Toy Story 2,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
rogers-hamersteins-cinderella-vhs-rental-kids-family,Rogers & Hamerstein's Cinderella,VHS,unmatched,no TMDB match
the-baby-sitters-club-vhs-rental-kids-family,The Baby Sitters Club,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
invisible-mom-vhs-rental-kids-family,Invisible Mom,VHS,unmatched,no UPCMDB records for this imdb_id
miracle-on-34th-street-vhs-rental-kids-family,Miracle on 34th Street,VHS,unmatched,no UPCMDB records for this imdb_id
jack-frost-vhs-rental-kids-family,Jack Frost,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-paper-brigade-vhs-rental-kids-family,The Paper Brigade,VHS,unmatched,no UPCMDB records for this imdb_id
dunston-checks-in-vhs-rental-kids-family,Dunston Checks In,VHS,unmatched,no UPCMDB records for this imdb_id
napoleon-vhs-rental-kids-family,Napoleon,VHS,unmatched,no UPCMDB records for this imdb_id
born-to-be-wild-vhs-rental-kids-family,Born to be Wild,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
first-kid-vhs-rental-kids-family,First Kid,VHS,unmatched,no UPCMDB records for this imdb_id
invisible-dad-vhs-rental-kids-family,Invisible Dad,VHS,unmatched,no UPCMDB records for this imdb_id
the-little-rascals-vhs-rental-kids-family,The Little Rascals,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
babys-day-out-vhs-rental-kids-family,Baby's Day Out,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-miracle-worker-vhs-rental-kids-family,The Miracle Worker,VHS,unmatched,no UPCMDB records for this imdb_id
the-goodbye-bird-vhs-rental-kids-family,The Goodbye Bird,VHS,unmatched,no UPCMDB records for this imdb_id
perfect-harmony-vhs-rental-kids-family,Perfect Harmony,VHS,unmatched,no UPCMDB records for this imdb_id
the-jungle-king-vhs-rental-kids-family,The Jungle King,VHS,unmatched,no UPCMDB records for this imdb_id
magic-in-the-water-vhs-rental-kids-family,Magic in the Water,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
mail-to-the-chief-vhs-rental-kids-family,Mail to the Chief,VHS,unmatched,no UPCMDB records for this imdb_id
first-daughter-vhs-rental-kids-family,First Daughter,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
three-wishes-vhs-rental-kids-family,Three Wishes,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
dog-gone-vhs-rental-kids-family,Dog Gone,VHS,unmatched,no UPCMDB records for this imdb_id
yankee-zulu-vhs-rental-kids-family,Yankee Zulu,VHS,unmatched,no UPCMDB records for this imdb_id
the-brady-bunch-movie-vhs-rental-comedy,The Brady Bunch Movie,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
observe-and-report-dvd-rental-comedy,Observe and Report,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
me-myself-irene-dvd-rental-comedy,"Me, Myself & Irene",DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
cast-away-dvd-rental-drama,Cast Away,DVD,unmatched,UPCMDB has edition(s) for this title but none in DVD format
