Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Rental Availability (product.metafields.scf.avf),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fist-fighter-laserdisc-floor-sale-action,Fist Fighter,,Laserdisc,Uncategorized,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,16.00,,true,true,,,,,63612922,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
how-to-make-an-american-quilt-laserdisc-floor-sale-drama,How to Make an American Quilt,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,63547386,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
the-emerald-forest-laserdisc-floor-sale-drama,The Emerald Forest,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,63481850,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
memphis-belle-laserdisc-floor-sale-drama,Memphis Belle,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,63449082,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
kindergarten-cop-laserdisc-floor-sale-kids-family,Kindergarten Cop,,Laserdisc,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,63416314,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
patriot-games-laserdisc-floor-sale-thriller,Patriot Games,,Laserdisc,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,63383546,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
under-siege-laserdisc-floor-sale-action,Under Siege,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,60073978,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
beyond-the-valley-of-the-dolls-laserdisc-floor-sale-drama,Beyond the Valley of the Dolls,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,18.00,,true,true,,,,,59811834,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
casper-laserdisc-floor-sale-kids-family,Casper,,Laserdisc,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,59582458,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
airplane-laserdisc-floor-sale-comedy,Airplane,,Laserdisc,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,58566650,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
raiders-of-the-lost-ark-laserdisc-floor-sale-action,Raiders of the Lost Ark,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,54405114,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
reservoir-dogs-laserdisc-floor-sale-thriller,Reservoir Dogs,,Laserdisc,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,30.00,,true,true,,,,,53815290,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
leon-the-professional-laserdisc-floor-sale-action,Leon The Professional,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,22.00,,true,true,,,,,53684218,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
alien-ressurrection-laserdisc-floor-sale-sci-fi,Alien Ressurrection,,Laserdisc,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,53618682,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
star-trek-first-contact-laserdisc-floor-sale-sci-fi,Star Trek First Contact,,Laserdisc,,,"Floor Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,13.00,,true,true,,,,,53585914,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
amongst-friends-laserdisc-floor-sale-thriller,Amongst Friends,,Laserdisc,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,53520378,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
lethal-weapon-4-laserdisc-floor-sale-action,Lethal Weapon 4,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,53487610,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
firefox-laserdisc-floor-sale-action,Firefox,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,53454842,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
where-eagles-dare-laserdisc-floor-sale-drama,Where Eagles Dare,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,48736250,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
dumb-and-dumber-laserdisc-floor-sale-comedy,Dumb and Dumber,,Laserdisc,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,11.00,,true,true,,,,,47818746,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
cutting-edge-laserdisc-floor-sale-romantic-comedy,Cutting Edge,,Laserdisc,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,47785978,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
untamed-heart-laserdisc-floor-sale-romantic-comedy,Untamed Heart,,Laserdisc,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,47753210,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
the-adventures-of-rocky-and-bullwinkle-laserdisc-floor-sale-kids-family,The Adventures of Rocky and Bullwinkle,,Laserdisc,,,"Floor Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,47720442,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
romancing-the-stone-laserdisc-floor-sale-romantic-comedy,Romancing the Stone,,Laserdisc,,,"Floor Sale, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,47687674,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
force-10-from-navarone-laserdisc-floor-sale-action,Force 10 From Navarone,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,13.00,,true,true,,,,,47654906,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
sliding-doors-laserdisc-floor-sale-drama,Sliding Doors,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,47622138,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
indio-laserdisc-floor-sale-action,Indio,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,18.00,,true,true,,,,,47589370,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
high-road-to-china-laserdisc-floor-sale-action,High Road to China,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,13.00,,true,true,,,,,47556602,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
under-siege-2-laserdisc-floor-sale-action,Under Siege 2,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,47491066,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
quigley-down-under-laserdisc-floor-sale-action,Quigley Down Under,,Laserdisc,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,47458298,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
the-long-kiss-goodnight-laserdisc-floor-sale-thriller,The Long Kiss Goodnight,,Laserdisc,,,"Floor Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,47425530,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
the-naked-gun-2-1-2-laserdisc-floor-sale-comedy,The Naked Gun 2 1/2,,Laserdisc,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,9.00,,true,true,,,,,47392762,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
malcolm-x-laserdisc-floor-sale-drama,Malcolm X,,Laserdisc,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,true,true,,,,,47359994,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
falling-down-limited-edition-blu-ray-4k-ultra-hd-4k-floor-sale-action,Falling Down (Limited Edition) [Blu-ray] [4K Ultra HD],,4K,Media > Videos,,"4K, Action, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,45.00,,false,false,,,,,40480250,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
tcm-sci-fi-collection-dvd-rental-sci-fi,TCM Sci-Fi Collection,,DVD,Media > Videos,,"DVD, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,50754042,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
snowboat-academy-vhs-rental-comedy,Snowboat Academy,,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,52765434,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
the-spider-and-the-fly-vhs-floor-sale-drama,The Spider and the Fly,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,84985338,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
camoulage-vhs-floor-sale-comedy,Camoulage,<p></p>,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,84919802,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
bangkock-dangerous-dvd-rental-action,Bangkock Dangerous,"<p>Bangkok Dangerous is a 2008 action thriller starring Nicolas Cage as a professional assassin who takes on one last job in Bangkok, training a local protégé while breaking his own rule against personal attachments.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,52486650,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
the-moment-cultcave-vhs-floor-sale-musical,The Moment (Cult Cave),,VHS,Media > Videos,,"Floor Sale, Formatted, Musical, VHS",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,36.00,,false,false,,,,,50545402,,,,false,,,,,,,,,,,,,,musical,,,,,,,,,,,,,,lb,,,active
backrooms-cultcave-vhs-floor-sale-horror,Backrooms (Cult Cave),"<p>Backrooms is a 2026 science fiction psychological horror film directed by Kane Parsons, based on his web series inspired by the ""Backrooms"" creepypasta, in which a furniture store owner and his therapist discover a strange, endless liminal space hidden within reality.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Horror, VHS",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,36.00,,false,false,,,,,50414330,,,,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
cherish-vhs-floor-sale,Cherish,<p></p>,VHS,,,Floor Sale,true,Genre,Comedy,,,,,,,,,0.0,shopify,0,deny,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/hTNAKGnqi8v4FRPEjm9Wl5S5yMz.jpg?v=1788381247,1,Cherish (2002) poster,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
misled-screener-vhs-floor-sale-thriller,Misled - Screener,<p></p>,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,14.00,,false,false,,,,,04684282,,,,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
scared-cargo-vhs-floor-sale-thriller,Scared Cargo,<p></p>,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,03832314,,,,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
walt-disney-mini-classics-commemorative-edition-vhs-floor-sale-kids-family,Walt Disney Mini Classics: Commemorative Edition,<p></p>,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,03471866,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
lightnight-incident-vhs-rental-thriller,Lightnight incident,<p></p>,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29253882,,,,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
lightnight-incident-vhs-floor-sale-thriller,Lightnight Incident,<p></p>,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,58959610,,,,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
salems-lot-limited-edition-4k-ultra-hd-4k-floor-sale-horror,Salem's Lot [Limited Edition] [4K Ultra HD],,4K,Media > Videos,,"4K, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,55.00,,false,false,,,,,93254906,,,,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
giallo-essentials-yellow-edition-standard-edition-blu-ray-bluray-floor-sale-horror,Giallo Essentials [Yellow Edition] Standard Edition [Blu-ray],,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,98.00,,false,false,,,,,91354362,,,,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
jackie-chans-breakout-hits-limited-edition-4k-ultra-hd-4k-floor-sale-action,Jackie Chan's Breakout Hits [Limited Edition] [4K Ultra HD],"<p>This collection gathers early breakout films starring martial artist and actor Jackie Chan, showcasing the acrobatic fight choreography and physical comedy that made him a global action star.</p>",4K,Media > Videos,,"4K, Action, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,218.00,,false,false,,,,,91059450,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
mom-can-i-keep-him-vhs-rental-kids-family,"Mom, Can I Keep Him?",<p></p>,VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,69408762,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
space-rangers-chronicles-2-vhs-rental-sci-fi,Space Rangers Chronicles 2,<p></p>,VHS,Media > Videos,,"Formatted, Rental, Sci-Fi, VHS",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,55444730,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
leviathan-promotional-cassette-vhs-floor-sale-comedy,Leviathan Promotional Cassette,<p>10</p>,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,false,false,,,,,60007674,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
beauty-shop-leagally-blonde-dvd-rental-comedy,Beauty Shop / Leagally Blonde,"<p>Beauty Shop (2005) starring Queen Latifah and Legally Blonde (2001) starring Reese Witherspoon, packaged together as a two-movie DVD.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,03782906,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
the-three-muskateers-dvd-rental-action,The Three Muskateers,<p>the three musketeers</p>,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,02701562,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
resident-evil-collection-dvd-7,Resident Evil Collection,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,false,false,,,,,42203898,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
miramax-movies-dvd-floor-sale-drama,Miramax Movies,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,41974522,,,,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
star-wars-i-ii-iii-bluray-16,"Star Wars: I, II, III","<p>Star Wars: The Prequel Trilogy -- Episode I: The Phantom Menace, Episode II: Attack of the Clones, and Episode III: Revenge of the Sith.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,16.00,,false,false,,,,,41614074,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
15-classic-movies-dvd-rental-drama,15 Classic Movies,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,34088954,,,,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
get-hard-central-intelligence-dvd-rental-comedy,Get Hard / Central Intelligence,"<p>A double feature pairing two comedies: Get Hard (2015) starring Will Ferrell and Kevin Hart, and Central Intelligence (2016) starring Dwayne Johnson and Kevin Hart.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,43033082,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
masters-of-terror-8-horror-films-dvd-rental-horror,Masters of Terror: 8 Horror Films,"<p>The 8-Film Masters of Terror Collection, a horror movie multi-pack.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42410490,,,,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
american-horror-stories-12-movie-collection-dvd-rental-horror,American Horror Stories 12 Movie Collection,"<p>American Horror Stories, a 12-movie horror collection.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42115578,,,,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
3-movie-collection-think-like-a-man-think-like-a-man-too-about-last-night-dvd-rental-romantic-comedy,"3 Movie Collection: Think Like a Man, Think Like a Man Too, About Last Night","<p>A 3-movie collection: About Last Night (2014), Think Like a Man (2012), and Think Like a Man Too (2014).</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,65283578,,,,false,,,,,,,,,,,,,,romantic-comedy,,,,,,,,,,,,,,lb,,,active
mark-wahlberg-rockstar-perfect-storm-three-kings-corrupter-dvd-rental-action,"Mark Wahlberg: Rockstar, Perfect Storm, Three Kings, Corrupter","<p>4 Film Favorites: Mark Wahlberg -- The Perfect Storm, Three Kings, Rock Star, and The Corruptor.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29990906,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
missing-in-action-triple-feature-dvd-rental-action,Missing in Action Triple Feature,"<p>Chuck Norris Triple Feature: Missing in Action, Missing in Action 2: The Beginning, and Braddock: Missing in Action III.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29794298,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
action-4-movie-series-contraband-savages-traffic-miami-vice-dvd-6,"Action 4-Movie Series: Contraband, Savages, Traffic, Miami Vice","<p>A 4-movie action collection: Contraband, Savages, Traffic, and Miami Vice.</p>",DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,89743866,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
laugh-out-loud-pineapple-express-the-interview-the-night-before-this-is-the-end-dvd-6,"Laugh Out Loud: Pineapple Express, The Interview, The Night Before, This is the End","<p>A comedy collection: Pineapple Express, The Interview, The Night Before, and This Is the End.</p>",DVD,Media > Videos,,"Comedy, DVD, Floor Sale, Formatted",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,false,false,,,,,89711098,,,,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
8-movie-monster-pack-dvd-5,8 Movie Monster Pack,<p>An 8-movie monster/sci-fi horror collection DVD pack.</p>,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,false,false,,,,,89678330,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
double-feature-the-land-before-time-6-7-dvd-rental-kids-family,Double Feature: The Land Before Time 6&7,<p>A double feature pairing The Land Before Time VI: The Secret of Saurus Rock and The Land Before Time VII: The Stone of Cold Fire.</p>,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,85748218,,,,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
against-the-ropes-contrecoups-dvd-rental-drama,Against the Ropes: Contrecoups,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,98711802,,,,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
the-shadow-collection-8-movies-dvd-rental-horror,The Shadow Collection: 8 Movies,"<p>The Shadows Collection: 8 Films, a horror movie multi-pack.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,06929402,,,,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
max-magician-and-the-legen-of-the-ring-dvd-rental-fantasy,Max Magician and the Legen of the Ring,,DVD,Media > Videos,,"DVD, Fantasy, Formatted, Rental",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,72249082,,,,false,,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,lb,,,active
the-bourne-trilogy-dvd-rental-action,The Bourne Trilogy,"<p>The Bourne Trilogy collects the espionage action films The Bourne Identity (2002), The Bourne Supremacy (2004), and The Bourne Ultimatum (2007), starring Matt Damon as amnesiac CIA assassin Jason Bourne.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,83696378,,,,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
star-wars-trilogy-iv-v-vi-dvd-rental-sci-fi,"Star Wars Trilogy: IV, V, VI",,DVD,Media > Videos,,"DVD, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,83335930,,,,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
star-wars-trilogy-bonus-meterial-dvd-floor-sale-documentary,Star Wars Trilogy: Bonus Meterial,,DVD,Media > Videos,,"Documentary, DVD, Floor Sale, Formatted",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,3.00,,false,false,,,,,44156922,,,,false,,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,lb,,,active
