Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no description; no image,the-pact-vhs-floor-sale-thriller,The Pact,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,21242106,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-painted-veil-dvd-floor-sale-drama,The Painted Veil,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,28451066,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-paper-vhs-floor-sale-comedy,The Paper,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,86627834,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-paperboy-dvd-rental-thriller,The Paperboy,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,30285818,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-patriot-dvd-rental-drama,The Patriot,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,79302138,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-patriot-vhs-floor-sale-drama,The Patriot,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,71633402,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-pedestrian-vhs-floor-sale-thriller,The Pedestrian,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,12.00,,true,true,,,,,98535930,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-people-vs-larry-flynt-limited-edition-4k-ultra-hd-4k-floor-sale-drama,The People vs. Larry Flynt {Limited Edition] [4K Ultra HD],,4K,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,2,deny,manual,45.00,,true,true,,,,,92206330,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-perfect-man-dvd-rental-kids-family,The Perfect Man,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,48243962,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-perfect-man-dvd-rental-romantic-comedy,The Perfect Man,,DVD,Media > Videos,,"DVD, Formatted, Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,67576826,,,,false,,,,,,,romantic-comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-phantom-of-the-opera-dvd-floor-sale-musical,The Phantom of the Opera,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Musical",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,15506682,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,the-phantom-of-the-opera-dvd-rental-musical,The Phantom of the Opera,,DVD,Media > Videos,,"DVD, Formatted, Musical, Rental",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,64202234,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no description; no image,the-pickle-vhs-floor-sale-comedy,The Pickle,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,03664890,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-pit-and-the-pendulum-vhs-rental-horror,The Pit and the Pendulum,,VHS,Media > Videos,,"Formatted, Horror, Rental, VHS",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,18379002,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,the-player-vhs,The Player,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,86931194,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-pledge-vhs-floor-sale-thriller,The Pledge,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,26075130,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description,the-polar-express-dvd-floor-sale-kids-family,The Polar Express,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,29891834,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/eOoCzH0MqeGr2taUZO4SwG416PF_2f2b35e8-1720-47c2-a026-084dfe4d53eb.jpg?v=1787922437,1,The Polar Express (2004) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description,the-polar-express-dvd-rental-kids-family,The Polar Express,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,96118010,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/eOoCzH0MqeGr2taUZO4SwG416PF_a30e33e3-2be5-4226-9d02-3ac654b12575.jpg?v=1787921680,1,The Polar Express (2004) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-polar-king-vhs-floor-sale-kids-family,The Polar King,,VHS,Media > Videos,,"Floor Sale, Formatted, Kids & Family, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,35991546,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-postman-vhs,The Postman,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,58783482,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,the-prestige-dvd-rental-drama,The Prestige,<p></p>,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,50389498,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-prince-bluray-floor-sale-action,The Prince,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,07374330,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-prisoner-of-zenda-vhs,The Prisoner of Zenda,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,57574138,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-producers-vhs,The Producers,,VHS,Media > Videos,,"Comedy, Floor Sale, Formatted, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,19107834,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-program-vhs,The Program,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,92552186,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-proposition-vhs-rental-drama,The Proposition,,VHS,Media > Videos,,"Drama, Formatted, Rental, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,71337466,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-public-eye-vhs-floor-sale-drama,The Public Eye,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,03795962,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,the-punisher-dvd-floor-sale-action,The Punisher,<p>6</p>,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,82057722,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-pyramid-bluray-floor-sale-horror,The Pyramid,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,10749434,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,the-pyramid-dvd-rental-horror,The Pyramid,,DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,71543802,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,the-queen-dvd,The Queen,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,55286010,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-queen-dvd-rental-drama,The Queen,,DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01703162,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,the-rage-carrie-2-vhs-rental-horror,The Rage: Carrie 2,<p></p>,VHS,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69113850,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no image,the-raggedy-rawney-vhs-floor-sale-drama,The Raggedy Rawney,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,56998906,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-rat-pack-dvd-5,The Rat Pack,,DVD,Media > Videos,,"Drama, DVD, Floor Sale, Formatted",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,62775802,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-raven-dvd-floor-sale-horror,The Raven,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,30940410,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,the-real-deal-vhs-floor-sale-drama,The Real Deal,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,65956602,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-recruit-vhs-floor-sale-thriller,The Recruit,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,21209338,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-reef-dvd-rental-kids-family,The Reef,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03108346,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-remains-dvd-rental-horror,The Remains,,DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,42118394,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,the-rescuers-the-rescuers-down-under-dvd-floor-sale-kids-family,The Rescuers | The Rescuers Down Under,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,40035066,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no image,the-rich-mans-wife-vhs-rental-thriller,The Rich Man's Wife,<p></p>,VHS,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03219194,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-rite-bluray-floor-sale-horror,The Rite,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Horror",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,05572090,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no image,the-river-dvd-rental-drama,The River,<p></p>,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,49742074,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-river-vhs-floor-sale-drama,The River,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,64140026,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-rock-vhs,The Rock,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,96352506,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-rookie-vhs-rental-kids-family,The Rookie,,VHS,Media > Videos,,"Formatted, Kids & Family, Rental, VHS",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,85028346,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-rose-garden-vhs-floor-sale-drama,The Rose Garden,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,50997498,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no image,the-royal-tenenbaums-vhs-floor-sale-comedy,The Royal Tenenbaums,<p></p>,VHS,,,"Comedy, Floor Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,10.00,,true,true,,,,,56933370,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-rules-of-the-game-dvd-rental-comedy,The Rules of the Game,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,20689658,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-rutles,The Rutles,,DVD,Media > Videos,,"Comedy, DVD, Floor Sale, Formatted",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,97231354,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,the-score-vhs-rental-thriller,The Score,<p></p>,VHS,,,"Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,82647034,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-scorpion-king-2-dvd-rental-action,The Scorpion King 2,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06244090,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-scorpion-king-3-bluray-floor-sale-action,The Scorpion King 3,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,29400314,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-scorpion-king-4-bluray-floor-sale-action,The Scorpion King 4,,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,33215482,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-scorpion-king-dvd-rental-action,The Scorpion King,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,06899450,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-scorpion-king-dvd-rental-fantasy,The Scorpion King,,DVD,Media > Videos,,"DVD, Fantasy, Formatted, Rental",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,17502202,,,,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
no description; no image,the-scout-dvd-rental-comedy,The Scout,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,38894842,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no description; no image,the-searchers-dvd-floor-sale-action,The Searchers,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,94996986,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-searchers-vhs-floor-sale-action,The Searchers,,VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,80399610,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-secret-agent-vhs-floor-sale-thriller,The Secret Agent,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,45719802,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-secret-life-of-girls-vhs-floor-sale-drama,The Secret Life of Girls,,VHS,Media > Videos,,"Drama, Floor Sale, Formatted, VHS",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,11804410,,,,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
no description; no image,the-secret-life-of-pets-dvd-6,The Secret Life of Pets,,DVD,Media > Videos,,"DVD, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,42334970,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-secret-life-of-pets-dvd-rental-kids-family,The Secret Life of Pets,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,01043962,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-secret-of-my-success-dvd-rental-comedy,The Secret of My Success,,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,25780730,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,the-secret-of-the-ice-cave-vhs-floor-sale-action,The Secret of the Ice Cave,<p></p>,VHS,,,"Action, Floor Sale",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,59451130,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-secretary-vhs-floor-sale-thriller,The Secretary,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,36978938,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-secrets-of-dumbledore-bluray,The Secrets of Dumbledore,,Blu-Ray,Media > Videos,,"Blu-Ray, Fantasy, Floor Sale, Formatted",true,Genre,Fantasy,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,33639162,,,,false,,,,,,,fantasy,,,,,,,,,,,,lb,,,active
no description; no image,the-seeker-dvd-rental-kids-family,The Seeker,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,19107834,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-sender-vhs-floor-sale-horror,The Sender,,VHS,Media > Videos,,"Floor Sale, Formatted, Horror, VHS",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,15.00,,true,true,,,,,44441850,,,,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
no description; no image,the-seventh-floor-vhs,The Seventh Floor,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,8.00,,true,true,,,,,56661498,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no image,the-shadow-of-chikara-vhs-rental-horror,The Shadow of Chikara,<p></p>,VHS,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,03251962,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-shallows-dvd-rental-thriller,The Shallows,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,47885562,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-sicilian-dvd-rental-thriller,The Sicilian,,DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,51391738,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-siege-vhs,The Siege,,VHS,Media > Videos,,"Action, Floor Sale, Formatted, VHS",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,55517690,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-skulls-ii-vhs-floor-sale-thriller,The Skulls II,,VHS,Media > Videos,,"Floor Sale, Formatted, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,57524474,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description,the-smurfs-dvd-rental-kids-family,The Smurfs,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,96609530,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/vRhnslP2gW0QDym7BsMeSuioUfK.jpg?v=1787921677,1,The Smurfs (2011) poster,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no image,the-soft-skin-dvd-rental-drama,The Soft Skin,<p></p>,DVD,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,49119482,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-sorcerers-apprentice-bluray-floor-sale-kids-family,The Sorcerer's Apprentice,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,26910970,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-sorcerers-apprentice-dvd-rental-kids-family,The Sorcerer's Apprentice,,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,95992058,,,,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
no description; no image,the-sound-of-music-bluray-floor-sale-musical,The Sound of Music,,Blu-Ray,Media > Videos,,"Blu-Ray, Floor Sale, Formatted, Musical",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,25796858,,,,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
no image,the-spider-and-the-fly-vhs-floor-sale-drama,The Spider and the Fly,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,84985338,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
no description; no image,the-spirit-dvd-floor-sale-action,The Spirit,,DVD,Media > Videos,,"Action, DVD, Floor Sale, Formatted",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,5.00,,true,true,,,,,92699386,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-spirit-dvd-rental-action,The Spirit,,DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,93985530,,,,false,,,,,,,action,,,,,,,,,,,,lb,,,active
no description; no image,the-spy-within-vhs-rental-thriller,The Spy Within,,VHS,Media > Videos,,"Formatted, Rental, Thriller, VHS",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,78597882,,,,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
no description; no image,the-squeeze-vhs-rental-comedy,The Squeeze,,VHS,Media > Videos,,"Comedy, Formatted, Rental, VHS",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,18039802,,,,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
no image,the-stalking-moon-vhs-floor-sale-drama,The Stalking Moon,<p></p>,VHS,,,"Drama, Floor Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,6.00,,true,true,,,,,03635706,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
