Handle,Title,Vendor,Kind,Reason
twin-town-vhs,Twin Town,VHS,unmatched,no UPCMDB records for this imdb_id
the-prisoner-of-second-ave-vhs,The Prisoner of Second Ave,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
theres-something-about-mary-special-edition-vhs,There's Something About Mary: Special Edition,VHS,unmatched,no UPCMDB records for this imdb_id
pumpkin-vhs,Pumpkin,VHS,unmatched,no UPCMDB records for this imdb_id
the-hollywood-knights-vhs,The Hollywood Knights,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-bridges-of-madison-county-vhs,The Bridges of Madison County,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
michael-collins-vhs,Michael Collins,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
tin-cup-vhs,Tin Cup,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
witness-vhs,Witness,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
disclosure-vhs,Disclosure,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
forrest-gump-vhs,Forrest Gump,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
saturdayv-night-fever-vhs,Saturdayv Night Fever,VHS,unmatched,no TMDB match
howards-end-vhs,Howards End,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
lady-hawke-vhs,Lady Hawke,VHS,unmatched,no TMDB match
the-terminal-vhs,The Terminal,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
american-quilt-vhs,American Quilt,VHS,ambiguous,ambiguous TMDB match
jerry-maguire-vhs,Jerry Maguire,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
patch-adams-vhs,Patch Adams,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
cocktail-vhs,Cocktail,VHS,ambiguous,ambiguous TMDB match
jackpot-vhs,Jackpot,VHS,ambiguous,ambiguous TMDB match
china-cry-vhs,China Cry,VHS,unmatched,no UPCMDB records for this imdb_id
children-of-a-lesser-god-vhs,Children of a Lesser God,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
gift-of-love-vhs,Gift of Love,VHS,unmatched,no UPCMDB records for this imdb_id
men-of-honor-vhs,Men of Honor,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-end-of-the-affair-vhs,The End of the Affair,VHS,ambiguous,ambiguous TMDB match
the-generals-daughter-vhs,The General's Daughter,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
reservoir-dogs-bluray,Reservoir Dogs,Blu-Ray,unmatched,no UPCMDB records for this imdb_id
sid-nancy-dvd,Sid & Nancy,DVD,ambiguous,ambiguous TMDB match
havoc-dvd,Havoc,DVD,ambiguous,ambiguous TMDB match
bleak-house-by-charles-dickens-dvd,Bleak House by Charles Dickens,DVD,unmatched,no TMDB match
