Handle,Title,Vendor,Kind,Reason
cannonball-run-2-vhs-rental-comedy,Cannonball Run 2,VHS,unmatched,no UPCMDB records for this imdb_id
boiler-room-vhs-rental-drama,Boiler Room,VHS,ambiguous,ambiguous TMDB match
no-way-home-vhs-rental-thriller,No Way Home,VHS,unmatched,no UPCMDB records for this imdb_id
angie-vhs-rental-comedy,Angie,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
shanghai-noon-vhs-rental-comedy,Shanghai Noon,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-catamount-killing-vhs-rental-thriller,The Catamount Killing,VHS,unmatched,no UPCMDB records for this imdb_id
beautiful-people-vhs-rental-drama,Beautiful People,VHS,ambiguous,ambiguous TMDB match
monolith-vhs-rental-sci-fi,MONOLITH,VHS,unmatched,no UPCMDB records for this imdb_id
celebrity-vhs-rental-comedy,Celebrity,VHS,ambiguous,ambiguous TMDB match
cannes-man-vhs-rental-comedy,Cannes Man,VHS,unmatched,no UPCMDB records for this imdb_id
car-wash-vhs-rental-comedy,Car Wash,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
stiff-upper-lips-vhs-rental-comedy,Stiff Upper Lips,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
love-potion-no-9-vhs-rental-romantic-comedy,Love Potion No. 9,VHS,unmatched,no UPCMDB records for this imdb_id
mr-deeds-goes-to-town-vhs-rental-comedy,Mr. Deeds,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
nickel-dime-vhs-rental-comedy,Nickel & Dime,VHS,unmatched,no UPCMDB records for this imdb_id
platypus-cove-vhs-rental-kids-family,Platypus Cove,VHS,unmatched,no UPCMDB records for this imdb_id
car-54-where-are-you-vhs-rental-comedy,Car 54 Where are you?,VHS,unmatched,no UPCMDB records for this imdb_id
the-lion-king-ii-vhs-rental-kids-family,The Lion King II,VHS,unmatched,no UPCMDB records for this imdb_id
tarzan-vhs-rental-kids-family,Tarzan,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
willy-wonka-and-the-chocolate-factory-vhs-rental-kids-family,Willy Wonka and the Chocolate Factory,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-code-conspiracy-vhs-rental-sci-fi,The Code Conspiracy,VHS,unmatched,no UPCMDB records for this imdb_id
code-name-dancer-vhs-rental-action,Code Name: Dancer,VHS,ambiguous,ambiguous TMDB match
chasing-amy-vhs-rental-romantic-comedy,Chasing Amy,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
my-own-private-idaho-vhs-rental-drama,My Own Private Idaho,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
my-own-country-vhs-rental-drama,My Own Country,VHS,unmatched,no UPCMDB records for this imdb_id
