call_number,barcode_status,content_status,message
72485370,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
19482106,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
00132602,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
99903226,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
48222458,error,error,2 items matched this call number -- ambiguous
72255994,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
16992762,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
16665082,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
23725050,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
72026618,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
39338746,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
18892282,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
92759802,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
17254906,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
92202746,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
39895802,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
00067066,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
16697850,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
40321786,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
47698170,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
48255226,error,error,2 items matched this call number -- ambiguous
85044986,skipped,updated,barcode: barcode already matches call_number | content: changed: poster
