barcode,shopify_title,vendor,status,qty,product_id,in_libib,libib_id,libib_title,libib_collection,libib_status
191-BLRINF-001A,Inferno,Blu-Ray,ACTIVE,0,9276610707706,yes,8g3jy6tohq,Inferno,Rental Library,
191-BLCJAY-50-001A,Jay & Silent Bob Reboot,Blu-Ray,ACTIVE,1,9260364955898,yes,ri1921rxoz,Jay & Silent Bob Reboot,Rental Library,
191-BLRJEE-50-001A,Jeepers Creepers Reborn,Blu-Ray,ACTIVE,1,9266913083642,yes,kq72e4nysl,Jeepers Creepers Reborn,Rental Library,
191-BLRJOH-001A,John Wick: Chapter 3 - Parabellum,4K,ACTIVE,1,9276613558522,yes,prwezapno7,John Wick: Chapter 3 - Parabellum,Rental Library,
191-VHSJOH-50-001A,Johnny Suede 1991,VHS,ACTIVE,1,9249544241402,yes,0cpwjnudcu,Johnny Suede 1991,Rental Library,
191-DVDJUN-001A,Juno,DVD,ACTIVE,1,9276610576634,yes,3kjsh3parj,Juno,Rental Library,
191-BLRJUP-001A,Jupiter Ascending,4K,ACTIVE,1,9276613427450,yes,9dcr4906rp,Jupiter Ascending,Rental Library,
191-VHSK9P-50-001A,K-9 Pi,VHS,ACTIVE,1,9249544306938,yes,m4xzhjp31h,K-9 Pi,Rental Library,
191-BLRKIC-50-001A,Kick-Ass,Blu-Ray,ACTIVE,1,9258826334458,yes,obaqxpb0an,Kick-Ass,Rental Library,
191-BLRKCK-50-001A,Kick-Ass 2,Blu-Ray,ACTIVE,1,9266895323386,yes,8g3jracohq,Kick-Ass 2,Rental Library,
191-BLRKI2-50-001A,Kill Bill,4K,ACTIVE,0,9266967478522,yes,lsvuolf7b9,Kill Bill,Rental Library,
191-BLRKLL-50-001A,Kill Bill Vol. 2,Blu-Ray,ACTIVE,1,9266895192314,yes,kq725hlysl,Kill Bill Vol. 2,Rental Library,
191-BLRKIL-50-001A,Killing Them Softly,Blu-Ray,ACTIVE,1,9258866999546,yes,t0by4cb93y,Killing Them Softly,Rental Library,
191-BLRKIN-50-001A,Kinji Fukasaku's Battles Without Honor and Humanity: The Complete Trilogy (Arrow),Blu-Ray,ACTIVE,1,9260445597946,yes,prwesiino7,Kinji Fukasaku's Battles Without Honor and Humanity: The Complete Trilogy (Arrow),Rental Library,
191-BLRKNO-50-001A,Knocked Up (Unrated),Blu-Ray,ACTIVE,1,9260364759290,yes,hetbu9819k,Knocked Up (Unrated),Rental Library,
191-BLRLET-50-001A,Let Me In,Blu-Ray,ACTIVE,0,9258868474106,yes,nxi5flz41p,Let Me In,Rental Library,
191-NKNLIA-50-001A,Liar Liar,VHS,ACTIVE,1,9249544831226,yes,lsvu02o7b9,Liar Liar,Rental Library,
191-DVDLFB-001A,Lifeboat,DVD,ACTIVE,0,9276612149498,yes,j7s8tjzqlq,Lifeboat,Rental Library,
191-BLRLOS-50-001A,Lost Picture Show (Vinegar Syndrome),Blu-Ray,ACTIVE,1,9260438290682,no,,,,
191-DVDLOS-001A,Lost in Translation,DVD,ACTIVE,1,9276610445562,yes,j7s2g5zqlq,Lost in Translation,Rental Library,
191-VHSLVH-001A,Love Has Many Faces,VHS,ACTIVE,1,9276650193146,yes,u34lqu4gnz,Love Has Many Faces,Rental Library,
191-UNKLOV-50-001A,Love and Monsters,Blu-Ray,ACTIVE,1,9260447400186,yes,j7s89f6qlq,Love and Monsters,Rental Library,
191-BLRLOV-70-001A,Lovers Lane (Arrow),Blu-Ray,ACTIVE,1,9260446384378,yes,u34lwklgnz,Lovers Lane (Arrow),Rental Library,
191-BLRM3G-50-001A,M3GAN (Unrated) 4K,4K,ACTIVE,1,9260431245562,yes,iz5dovulqm,M3GAN (Unrated) 4K,Rental Library,
191-VHSMNF-001A,MAN FROM CLOVER GROVE,VHS,ACTIVE,1,9270291824890,yes,obaqron0an,MAN FROM CLOVER GROVE,Rental Library,
191-VHSMNS-001A,MONSIGNOR,VHS,ACTIVE,0,9276624797946,yes,t0byntt93y,MONSIGNOR,Rental Library,
191-VHSMRN-001A,MR. NICE GUY,VHS,ACTIVE,0,9243607892218,yes,obaqxrp0an,MR. NICE GUY,Rental Library,
191-BLRMAC-50-001A,Machete,Blu-Ray,ACTIVE,1,9260447432954,yes,e90p3dy5u2,Machete,Rental Library,
191-BLRMCH-50-001A,Machete Kills,Blu-Ray,ACTIVE,1,9267013746938,yes,iz5d8ivlqm,Machete Kills,Rental Library,
191-UNIMAM-50-001A,Mama,Blu-Ray,ACTIVE,1,9260431311098,yes,v8u4pgj26q,Mama,Rental Library,
191-DVDMAN-001A,Manhattan,DVD,ACTIVE,0,9276613689594,yes,ayqf1alpsz,Manhattan,Rental Library,
191-BLRTHM-001A,Matrix Reloaded,4K,ACTIVE,1,9276613656826,yes,8g3jrusohq,Matrix Reloaded,Rental Library,
191-DVDMED-001A,Medallion,DVD,ACTIVE,1,9276609954042,yes,e90pmeb5u2,Medallion,Rental Library,
191-DVDMEM-001A,Memento,DVD,ACTIVE,1,9276609790202,yes,ftoacfce5y,Memento,Rental Library,
191-DVDMMR-001A,Memoirs of a Geisha,DVD,ACTIVE,1,9276612673786,yes,gak7wgibt4,Memoirs of a Geisha,Rental Library,
191-VHSMEM-001A,Memphis,VHS,ACTIVE,0,9276651634938,yes,dmnijdiu84,Memphis,Rental Library,
191-VHSMEX-001A,Mexico City,VHS,ACTIVE,1,9276653142266,yes,2ogkp2ytqt,Mexico City,Rental Library,
191-VHSMIA-001A,Miami Blues,VHS,ACTIVE,1,9276651471098,yes,w1e06wuisd,Miami Blues,Rental Library,
191-BLRMID-50-002A,Midnight Movie,Blu-Ray,ACTIVE,1,9260364103930,yes,gak7iy5bt4,Midnight Movie,Rental Library,
191-VHSMID-001A,Midnight Strangers,VHS,ACTIVE,0,9276651962618,yes,6umxk6l8dt,Midnight Strangers,Rental Library,
191-VHSMIL-001A,Miles From Home,VHS,ACTIVE,0,9276625092858,yes,8g3jy8hohq,Miles From Home,Rental Library,
191-VHSMLK-001A,Milk Money,VHS,ACTIVE,1,9276625256698,yes,xlz62xbjps,Milk Money,Rental Library,
191-BLRMRR-50-001A,Mirrors (Unrated Special Edition),Blu-Ray,ACTIVE,0,9260430131450,yes,2ogknbhtqt,Mirrors (Unrated Special Edition),Rental Library,
191-BLRMIR-50-001A,Mirrors 2 Unrated,Blu-Ray,ACTIVE,1,9260364333306,yes,dmniq45u84,Mirrors 2 Unrated,Rental Library,
191-VHSMSS-001A,Missing Pieces,VHS,ACTIVE,1,9276651372794,yes,0cpwx0vdcu,Missing Pieces,Rental Library,
191-BLRMIS-50-001A,Mission: Impossible - Fallout,Blu-Ray,ACTIVE,1,9267013058810,yes,ywht5yar71,Mission: Impossible - Fallout,Rental Library,
191-VHSMST-001A,Mister Johnson,VHS,ACTIVE,1,9276650488058,yes,obaqrot0an,Mister Johnson,Rental Library,
191-VHSMOD-001A,Modern Problems,VHS,ACTIVE,1,9276651536634,yes,cnr1lcummk,Modern Problems,Rental Library,
191-VHSMON-001A,Monkey's Uncle,VHS,ACTIVE,1,9276624732410,yes,8g3jy89ohq,Monkey's Uncle,Rental Library,
191-4K2MOR-50-001A,Morbius,4K,ACTIVE,1,9266911215866,yes,hetbuzf19k,Morbius,Rental Library,
191-BLRMOT-50-001A,Motel Hell,Blu-Ray,ACTIVE,1,9258868703482,yes,w1e0854isd,Motel Hell,Rental Library,
191-4K2MOT-50-001A,Mother's Day (Vinegar Syndrome),4K,ACTIVE,0,9260438126842,yes,6umxy3v8dt,Mother's Day (Vinegar Syndrome),Rental Library,
191-VHSMOU-001A,Mouth to Mouth,VHS,ACTIVE,1,9276651733242,yes,9dcrk8d6rp,Mouth to Mouth,Rental Library,
191-DVDMRM-50-001A,Mr. & Mrs. Smith,Blu-Ray,ACTIVE,1,9260438814970,yes,xlz6tsyjps,Mr. & Mrs. Smith,Rental Library,
191-VHSMRA-001A,Mr. Accident,VHS,ACTIVE,1,9270291202298,yes,lsvu0he7b9,Mr. Accident,Rental Library,
191-BLRMRB-50-001A,Mr. Brooks,Blu-Ray,ACTIVE,1,9267012960506,no,,,,
191-VHSMRM-001A,Mr. Magoo,VHS,ACTIVE,1,9276624863482,yes,j7s89wsqlq,Mr. Magoo,Rental Library,
191-DVDMUN-50-001A,Munsters (A Rob Zombie Film),DVD,ACTIVE,1,9267106119930,yes,obaqxd40an,Munsters (A Rob Zombie Film),Rental Library,
191-BLRMUR-001A,Murder on the Orient Express,Blu-Ray,ACTIVE,0,9276610216186,yes,ayqfzn7psz,Murder on the Orient Express,Rental Library,
191-VHSMYF-001A,My Fair Lady,VHS,ACTIVE,1,9276624634106,yes,e90p3vc5u2,My Fair Lady,Rental Library,
191-BLRMYS-50-001A,My Soul to Take,Blu-Ray,ACTIVE,1,9267105530106,yes,dmniqglu84,My Soul to Take,Rental Library,
191-BLRNES-50-001A,Neighbors,Blu-Ray,ACTIVE,0,9260364824826,yes,4jlve74kbx,Neighbors,Rental Library,
191-BLRNEI-50-001A,Neighbors 2,Blu-Ray,ACTIVE,0,9258983620858,yes,0cpwj4gdcu,Neighbors 2,Rental Library,
191-BLRNEV-50-001A,Never Back Down: Extended Beat Down Edition,Blu-Ray,ACTIVE,1,9266911346938,yes,2ogkn9rtqt,Never Back Down: Extended Beat Down Edition,Rental Library,
191-VHSNEV-F-001A,Never Been Kissed,VHS,ACTIVE,1,9243606974714,yes,kq725esysl,Never Been Kissed,Rental Library,
191-BLRNEW-50-001A,New Year's Eve,Blu-Ray,ACTIVE,1,9266894700794,yes,ywhtvzwr71,New Year's Eve,Rental Library,
191-VHSNIC-001A,Nico and Dani,VHS,ACTIVE,1,9276651602170,yes,bpyhlmecho,Nico and Dani,Rental Library,
191-DVDNIG-50-001A,Night Shift,DVD,ACTIVE,1,9260438028538,yes,prwesllno7,Night Shift,Rental Library,
191-BLRNIG-50-001A,Night Watch / Day Watch,Blu-Ray,ACTIVE,1,9260364136698,yes,hetbu6o19k,Night Watch / Day Watch,Rental Library,
191-DVDNGH-50-001A,Night and Day,DVD,ACTIVE,1,9260438225146,yes,cnr17jkmmk,Night and Day,Rental Library,
191-BLRNGH-50-001A,Night of the Living Dead,Blu-Ray,ACTIVE,1,9260364464378,yes,8g3jrpmohq,Night of the Living Dead,Rental Library,
191-BLRNOC-50-001A,No Country for Old Men,Blu-Ray,ACTIVE,1,9258867392762,yes,9dcrk3n6rp,No Country for Old Men,Rental Library,
191-VHSNOS-001A,No Secrets,VHS,ACTIVE,1,9276651766010,yes,6umxyo78dt,No Secrets,Rental Library,
191-VHSNOT-001A,Nothing to Lose,VHS,ACTIVE,0,9276652028154,yes,8g3jr01ohq,Nothing to Lose,Rental Library,
