Handle,Title,Vendor,Kind,Reason
mysterious-island-dvd-rental-fantasy,Mysterious Island,DVD,unmatched,no UPCMDB records for this imdb_id
the-magic-sword-dvd-rental-fantasy,The Magic Sword,DVD,ambiguous,ambiguous TMDB match
death-trance-dvd-rental-fantasy,Death Trance,DVD,unmatched,no UPCMDB records for this imdb_id
cats-eye-vhs-rental-horror,Cat's Eye,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
not-of-this-earth-vhs-rental-sci-fi,Not of this Earth,VHS,ambiguous,ambiguous TMDB match
buck-rogers-in-the-25th-century-vhs-rental-sci-fi,Buck Rogers in the 25th Century,VHS,ambiguous,ambiguous TMDB match
alice-and-martin-vhs-rental-drama,Alice and Martin,VHS,unmatched,no UPCMDB records for this imdb_id
breaking-free-vhs-rental-drama,Breaking Free,VHS,unmatched,no UPCMDB records for this imdb_id
bride-of-the-wind-vhs-rental-drama,Bride of the Wind,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
a-mothers-prayer-vhs-rental-drama,A Mother's Prayer,VHS,unmatched,no UPCMDB records for this imdb_id
where-the-rivers-flow-north-vhs-rental-drama,Where the Rivers Flow North,VHS,unmatched,no UPCMDB records for this imdb_id
drop-dead-fred-vhs-rental-kids-family,Drop Dead Fred,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-beautitian-and-the-beast-vhs-rental-kids-family,The Beautitian and the Beast,VHS,unmatched,no TMDB match
paulie-vhs-rental-kids-family,Paulie,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
three-men-and-a-baby-vhs-rental-kids-family,Three Men and a Baby,VHS,unmatched,no UPCMDB records for this imdb_id
clarence-vhs-rental-kids-family,Clarence,VHS,unmatched,no UPCMDB records for this imdb_id
cop-and-a-half-vhs-rental-kids-family,Cop and a Half,VHS,ambiguous,ambiguous TMDB match
cats-dogs-vhs-rental-kids-family,Cats & Dogs,VHS,unmatched,no UPCMDB records for this imdb_id
no-escape-vhs-rental-action,No Escape,VHS,unmatched,no UPCMDB records for this imdb_id
charlies-angels-vhs-rental-action,Charlie's Angels,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
breaking-loose-vhs-rental-action,Breaking Loose,VHS,unmatched,no UPCMDB records for this imdb_id
rebel-run-vhs-rental-action,Rebel Run,VHS,ambiguous,ambiguous TMDB match
dances-with-wolves-vhs-rental-action,Dances with Wolves,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
angels-dont-sleep-here-vhs-rental-action,Angels Don't Sleep Here,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
molly-gina-vhs-rental-action,Molly & Gina,VHS,ambiguous,ambiguous TMDB match
biker-boyz-vhs-rental-action,Biker Boyz,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
butch-cassidy-and-the-sundance-kid-vhs-rental-action,Butch Cassidy and the Sundance Kid,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
lara-croft-tomb-raider-vhs-rental-action,Lara Croft: Tomb Raider,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
the-banger-sisters-vhs-rental-comedy,The Banger Sisters,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
big-trouble-vhs-rental-comedy,Big Trouble,VHS,ambiguous,ambiguous TMDB match
billys-hollywood-screen-kiss-vhs-rental-comedy,Billy's Hollywood Screen Kiss,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
memories-of-me-vhs-rental-comedy,Memories of Me,VHS,unmatched,no UPCMDB records for this imdb_id
pros-cons-vhs-rental-comedy,Pros & Cons,VHS,unmatched,no UPCMDB records for this imdb_id
trading-hearts-vhs-rental-comedy,Trading Hearts,VHS,unmatched,no UPCMDB records for this imdb_id
brain-donors-vhs-rental-comedy,Brain Donors,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
blazing-saddles-vhs-rental-comedy,Blazing Saddles,VHS,unmatched,UPCMDB has edition(s) for this title but none in VHS format
